# Traits in Affinity,weapon,# Traits,body,rune,% Traits in Affinity,Affinity,background,head,companion,shield,token_id,numTraits,image,name
3,Goblin Axe,6,Banded Armor of the Forest,Rune of Water,50 percent,Verdant,Green,Green Knight Helm,Mutant Snapping Turtle,Green Aspis,760,11,https://portal.forgottenrunes.com/api/warriors/img/760,Ralph Eradicator of Nothing
4,Malachite Dragon Pike,6,Green Amazonian Jumpsuit,Rune of Power,66 percent,Verdant,Green,Kempo,Greater Cassowary,Green Kite,761,11,https://portal.forgottenrunes.com/api/warriors/img/761,Xiulin Armageddon of the Moon
3,Master Claymore,4,Brown Knight,,75 percent,Guard,Blue,Kushite,,Tanker Heater Shield,762,9,https://portal.forgottenrunes.com/api/warriors/img/762,Amaka Beheader of the Hall
4,Bo Staff,6,Classic Leather Barbarian Bikini,Rune of Neptune,66 percent,Wild,Black,Lady of the Oasis,Woodland Wolverine,Gold Herald Shield,763,11,https://portal.forgottenrunes.com/api/warriors/img/763,Wilda Crusher of the Sun
3,Morningstar,6,Goblin Toga,Rune of Cinnabar,50 percent,Brownish,Blue,Goblin Chieftain,Buffkin,White Kite,764,11,https://portal.forgottenrunes.com/api/warriors/img/764,Robbert Shatterer of Nightmare Paradise
3,Katana,5,Commando Fatigues,Rune of Saturn,60 percent,Muscle,Green,Basic Bro,Field Hound,,765,10,https://portal.forgottenrunes.com/api/warriors/img/765,Roman Contender of Komodi
3,Brown Longsword,5,Commando Fatigues,Rune of Steel,60 percent,Rugged,Green,Templar,Spectacled Falcon,,766,10,https://portal.forgottenrunes.com/api/warriors/img/766,William Despoiler of the Ditch
3,Lavender Double Blade,5,Street Punk with Green Camo,Rune of Cinnabar,60 percent,Rugged,Black,Forgotten Man,Gigas Hornet,,767,10,https://portal.forgottenrunes.com/api/warriors/img/767,Edwin Battler of the Back Alley
3,Iron Hammer,4,Purple Knight,,75 percent,Gold,Blue,Abyssinian,,Gold Holy Shield,768,9,https://portal.forgottenrunes.com/api/warriors/img/768,Onyeka Ravager of the Grass
3,Silver Poleaxe,5,Superalloy Bot,Rune of Uranus,60 percent,Cyber,Blue,BucketHead: Atomic 26,Robo Dog,,769,10,https://portal.forgottenrunes.com/api/warriors/img/769,Dyna Impaler of Area 71
5,Silver Dragon Pike,6,Red Macho Pants,Rune of Brimstone,83 percent,Purple Haze,Purple,Bruiser,Null Goat,White Holy Shield,770,11,https://portal.forgottenrunes.com/api/warriors/img/770,Thorne Carver of Atlantis
4,Purple Longsword,6,Goblin Footsoldier,Rune of Mars,66 percent,Rugged,Black,Capped Goblin,Hyena,Snake Shield,771,11,https://portal.forgottenrunes.com/api/warriors/img/771,Rebyx Lopper of the Pile
4,Master Claymore,6,Yellow Knight,Rune of Cinnabar,66 percent,Armor,Black,Lady of the Mountain,Northern Lynx,Red Aspis,772,11,https://portal.forgottenrunes.com/api/warriors/img/772,Decima Sword of Beasts
5,Green Longsword,6,Guardian Zero,Rune of Steel,83 percent,Armor,Green,Earth Guard,Night Wolf,Green Aspis,773,11,https://portal.forgottenrunes.com/api/warriors/img/773,Faris Combatant of Robots
3,Iron Hammer,5,Red Provocator Garb,Rune of Cinnabar,60 percent,Medieval,Blue,Shaolin,,White Kite,774,10,https://portal.forgottenrunes.com/api/warriors/img/774,Emerson Leveler of the Duck Alliance
5,Lavender Double Blade,6,Red Macho Pants,Rune of Water,83 percent,Purple Haze,Purple,Grappler Giant,Styxian Boar,Illuminatus Shield,775,11,https://portal.forgottenrunes.com/api/warriors/img/775,Justice Combatant of the Desert
2,,3,Gallus Gear,,66 percent,Darkness,Black,Dune Man,,Mercenary Heater Shield,776,8,https://portal.forgottenrunes.com/api/warriors/img/776,Riggs Scissor of the Obelisk
3,Green Longsword,6,Fur Barbarian,Rune of Mercury,50 percent,Gladiator,Green,Motor Assassin,Greater Cassowary,Green Kite,777,11,https://portal.forgottenrunes.com/api/warriors/img/777,Edge Eradicator of Muscle Mountain
3,Blue Longsword,5,Superalloy Bot,Rune of Steel,60 percent,Cyber,Blue,BucketHead: Atomic 26,Robo Dog,,778,10,https://portal.forgottenrunes.com/api/warriors/img/778,Boop Amputator of Robots
4,Spetum,6,Blue Valkyrie Armor,Rune of Water,66 percent,Blue Shift,Blue,Corsair,Robo Dog,Blue Kite,779,11,https://portal.forgottenrunes.com/api/warriors/img/779,Nikitia Impaler of Avalon
3,Amber Dragon Sword,6,Black One Piece,Rune of Saturn,50 percent,Blackness,Black,Onna-Musha,Night Wolf,Snake Shield,780,11,https://portal.forgottenrunes.com/api/warriors/img/780,Michi Hacker of the Ridge
4,Sol Sword,6,Blue Tunic Armor,Rune of Water,66 percent,Blue Shift,Blue,Sea Guard,Golden Jaguar,Blue Kite,781,11,https://portal.forgottenrunes.com/api/warriors/img/781,Gage Obliterator of the Coliseum
3,Spetum,6,Yellow Amazonian Jumpsuit,Rune of Lime,50 percent,Blue Shift,Blue,Bonnie Lass,Hamadryas Baboon,Blue Kite,782,11,https://portal.forgottenrunes.com/api/warriors/img/782,Isane Guardian of the Ruins
3,Iron Hammer,6,Xanthous Paladin Gear,Rune of Mars,50 percent,Guard,Green,Jungle Commando,Dirt Pig,Red Aspis,783,11,https://portal.forgottenrunes.com/api/warriors/img/783,Rex Debilitator of the Moon
2,Goblin Axe,4,Red Hedge Knight Armor,,50 percent,Amber,Blue,Thrall Ruffian,,Bolt Shield,784,9,https://portal.forgottenrunes.com/api/warriors/img/784,Bargo Lopper of the Range
4,Red Shortsword,5,Classic Gold Barbarian Bikini,Rune of Venus,80 percent,Feminine,Blue,Xanthe,,Shield of the Moon,785,10,https://portal.forgottenrunes.com/api/warriors/img/785,Alex Defeater of the Jungle
4,Bottle of Rune Beer,6,Goblin Footsoldier,Rune of Cinnabar,66 percent,Purple Haze,Purple,Goblin Chieftain,Null Goat,Yellow Kite,786,11,https://portal.forgottenrunes.com/api/warriors/img/786,Rebyx of Wizards
4,Silver Dragon Pike,5,Street Punk with Rose Camo,Rune of Pluto,80 percent,Darkness,Black,Archipelagian,Night Wolf,,787,10,https://portal.forgottenrunes.com/api/warriors/img/787,Sauda Death of the Citadel
4,Tuck,6,Dark Assassin Tunic,Rune of Mars,66 percent,Armor,Black,Imp Warrior,Field Hound,Shield of Down Only,788,11,https://portal.forgottenrunes.com/api/warriors/img/788,Hukko Crook of the Tower
5,Blue Longsword,6,Purple Hedge Knight Armor,Rune of Cinnabar,83 percent,Rugged,Green,Grizzly Man,Gigas Hornet,Kraken Shield,789,11,https://portal.forgottenrunes.com/api/warriors/img/789,Barret Ruin of the Moon
3,Iron Hammer,5,White Knight,Rune of Pluto,60 percent,Guard,Black,Nubian,,Shield of Up Only,790,10,https://portal.forgottenrunes.com/api/warriors/img/790,Omolara Buster of the Wood
2,Titan Cleaver,5,Equatorial Keikogi,Rune of Fire,40 percent,Verdant,Green,Green Knight Helm,Northern Lynx,,791,10,https://portal.forgottenrunes.com/api/warriors/img/791,Edwin Sword of the Dojo
3,Malachite Cleaver,6,Armor of Earth,Rune of Lime,50 percent,Medieval,Green,Metabot,Attack Drone,Wooden Buckler,792,11,https://portal.forgottenrunes.com/api/warriors/img/792,Achilles Dissector of the Plains
3,Blue Broadsword,6,Desert Wear,Rune of Earth,50 percent,Blue Shift,Blue,Jarl Raider,Spectacled Falcon,Wooden Buckler,793,11,https://portal.forgottenrunes.com/api/warriors/img/793,Herbert Cleaver of the Sun
3,Chakram,4,Zuli Suit,,75 percent,Darkness,Black,Xanthe,,Shield of the Moon,794,9,https://portal.forgottenrunes.com/api/warriors/img/794,Frida Daredevil of the Desert
4,Sword of Rainbows,6,Alabaster Paladin Gear,Rune of Mars,66 percent,Holy,Black,Cool Guy,Garuda's Griffin,Red Herald Shield,795,11,https://portal.forgottenrunes.com/api/warriors/img/795,Valentino Annihilator of the Flame
3,,5,Blue Medieval Livery,Rune of Sun,60 percent,Gold,Blue,Metabot,Hyena,Shield of Up Only,796,10,https://portal.forgottenrunes.com/api/warriors/img/796,Mata Assailant of Monsters
5,Stratiotai Spear,6,Battle Bikini,Rune of Mars,83 percent,Armor,Black,Xanthe,Hyena,Iron Buckler,797,11,https://portal.forgottenrunes.com/api/warriors/img/797,Margaret Impaler of Dragons
4,Jungle Boomerang,6,Blue Hedge Knight Armor,Rune of Sun,66 percent,Blue Shift,Blue,Bruiser,Sand Cobra,Water Elemental Shield,798,11,https://portal.forgottenrunes.com/api/warriors/img/798,Jordan Explorer of Destiny
3,Nunchaku,6,Yellow Amazonian Jumpsuit,Rune of Earth,50 percent,Blue Shift,Blue,Hibernian,Old World Mandrill,Blue Kite,799,11,https://portal.forgottenrunes.com/api/warriors/img/799,Amelia Pulverizer of the East
2,Goblin Axe,6,Green Provocator Garb,Rune of Sun,33 percent,Axe,Black,Executioner,Night Wolf,Tate Shield,800,11,https://portal.forgottenrunes.com/api/warriors/img/800,Krull Killer of the Sun
4,Goblin Sword,6,Red Ronin Armor,Rune of Earth,66 percent,Crimson,Red,Blonde Bearded Berserker,Buffkin,Tate Shield,801,11,https://portal.forgottenrunes.com/api/warriors/img/801,Dwyrik Nullifier of Imps
2,Bo Staff,4,Glory Knight,,50 percent,Holy,Black,Templar,,Gold Holy Shield,802,9,https://portal.forgottenrunes.com/api/warriors/img/802,Gilbert Buster of the South
3,Goblin Axe,5,Street Punk with Rose Camo,Rune of Cinnabar,60 percent,Wild,Black,Divanae,Old World Mandrill,,803,10,https://portal.forgottenrunes.com/api/warriors/img/803,Kesi Stabber of the Alley
4,Blue Longsword,5,Sakura Dress,Rune of Sun,80 percent,Gold,Blue,Corsair,Wild Eagle,,804,10,https://portal.forgottenrunes.com/api/warriors/img/804,Charlie Punisher of the Kitsune
3,,5,Blue Tunic Armor,Rune of Air,60 percent,Medieval,Blue,Elder,Buffkin,Snake Shield,805,10,https://portal.forgottenrunes.com/api/warriors/img/805,Dralin Nullifier of the Plains
4,Jade Sword,6,Green Provocator Garb,Rune of Lime,66 percent,Verdant,Green,Strongman,Cerulean Ceratopsian,Green Kite,806,11,https://portal.forgottenrunes.com/api/warriors/img/806,Elbrus Menace of the Lost City
2,Gladius,3,Gold Belt Ruffian,,66 percent,White Magic,Blue,Visor Knight,,,807,8,https://portal.forgottenrunes.com/api/warriors/img/807,Boron Sword of the Alley
3,Iron Hammer,5,Armor of Fire,Rune of Uranus,60 percent,Guard,Blue,Archipelagian,,Green Buckler,808,10,https://portal.forgottenrunes.com/api/warriors/img/808,Koffi Peacemaker of the Dawn
3,Crowbar,6,Blue Tunic Armor,Rune of Neptune,50 percent,Armor,Blue,Komodi,Buffkin,Magic Shield,809,11,https://portal.forgottenrunes.com/api/warriors/img/809,Wyrm Shatterer of the Tower
2,Sol Sword,5,Blue Boxing Shorts,Rune of Brimstone,40 percent,White Magic,Blue,Kempo,Hyena,,810,10,https://portal.forgottenrunes.com/api/warriors/img/810,Sergio Stabber for Freedom
3,Blue Shortsword,3,Purple Wrestling Singlet,,100 percent,Desert,Black,Forgotten Man,,,811,8,https://portal.forgottenrunes.com/api/warriors/img/811,Ernest Doom of the Dojo
3,Goblin Axe,6,Blue Tunic Armor,Rune of Neptune,50 percent,Axe,Blue,Forgotten Man,Rattlesnake,Green Aspis,812,11,https://portal.forgottenrunes.com/api/warriors/img/812,Dex Protector of the Forest
3,Shortbow,6,Guardian Zero,Rune of Air,50 percent,Verdant,Green,Zimbala,Golden Jaguar,Mercenary Heater Shield,813,11,https://portal.forgottenrunes.com/api/warriors/img/813,Parker Guardian of Magic
4,Aurelian Double Blade,6,Green Hedge Knight Armor,Rune of Lime,66 percent,Rugged,Black,Action Man,Gigas Hornet,Magic Shield,814,11,https://portal.forgottenrunes.com/api/warriors/img/814,Manuel Armageddon of the Realm
3,Stratiotai Spear,5,Red Provocator Garb,Rune of Uranus,60 percent,Brownish,Black,Grizzly Man,,Might Shield,815,10,https://portal.forgottenrunes.com/api/warriors/img/815,Holt Savior of the Coliseum
2,,3,White One Piece,,66 percent,Guard,Black,Moorish Girl,,Fire Shield,816,8,https://portal.forgottenrunes.com/api/warriors/img/816,Teny Attacker of Devils
2,,4,South Island MMA Pants,Rune of Neptune,50 percent,Spike,Black,Spiked Helm,Dirt Pig,,817,9,https://portal.forgottenrunes.com/api/warriors/img/817,Ubel Contaminator of the Ring
4,Sword of Babylon,6,Blue Medieval Livery,Rune of Jupiter,66 percent,Gladiator,Blue,Frankish Helm,Field Hound,Wolf Shield,818,11,https://portal.forgottenrunes.com/api/warriors/img/818,Roger Lopper of the Forest
3,Green Longsword,5,Commando Fatigues,Rune of Steel,60 percent,Verdant,Green,Furgnome Mercenary,Attack Drone,,819,10,https://portal.forgottenrunes.com/api/warriors/img/819,Kalo Death of the Battlefront
4,Amber Dragon Sword,5,Orange Road Warrior,Rune of Power,80 percent,Purple Haze,Purple,Meriotic Warrior,Null Goat,,820,10,https://portal.forgottenrunes.com/api/warriors/img/820,Imari Despoiler of Goblin Town
4,Spiked Ball and Chain,5,Yellow Hedge Knight Armor,Rune of Uranus,80 percent,Medieval,Blue,Frankish Helm,,Red Kite,821,10,https://portal.forgottenrunes.com/api/warriors/img/821,Frank Chaos Agent of Flowers
2,Chakram,4,Classic Leather Barbarian Bikini,,50 percent,Desert,Black,Dominatrix,,White Holy Shield,822,9,https://portal.forgottenrunes.com/api/warriors/img/822,Riley Defender of the Rock
2,,3,Yellow Tunic Armor,,66 percent,Amber,Black,Polar Man,,Bolt Shield,823,8,https://portal.forgottenrunes.com/api/warriors/img/823,Arnie Attacker of the Coliseum
4,Sol Sword,6,Traveller's Cloak Blue,Rune of Lime,66 percent,Blue Shift,Blue,Bruiser,Northern Lynx,Blue Kite,824,11,https://portal.forgottenrunes.com/api/warriors/img/824,Valentino Paragon of the Arena
2,Crowbar,5,Sakura Dress,Rune of Lime,40 percent,Blue Shift,Blue,Hibernian,Spectacled Falcon,,825,10,https://portal.forgottenrunes.com/api/warriors/img/825,Maya Crusher of the Kitsune
3,Yellow Chainsaw,5,Superalloy Bot,Rune of Saturn,60 percent,Cyber,Black,Visor Knight,Field Hound,,826,10,https://portal.forgottenrunes.com/api/warriors/img/826,Buck Bloodbath of X
3,Tuck,6,Iron Knight of the Heath,Rune of Sun,50 percent,Guard,Blue,Praetorian,Hyena,Green Buckler,827,11,https://portal.forgottenrunes.com/api/warriors/img/827,Octavius Guardian of the Mountain
3,Jungle Boomerang,5,Street Punk with Green Camo,Rune of Neptune,60 percent,Verdant,Green,Green Knight Helm,Harpy Eagle,,828,10,https://portal.forgottenrunes.com/api/warriors/img/828,Lance Defender of the Keep
2,Brown Longsword,5,Capital City Keikogi,Rune of Brimstone,40 percent,Viking,Red,Purple Viking Helm,Hyena,,829,10,https://portal.forgottenrunes.com/api/warriors/img/829,Imu Armageddon of the Ring
4,Bush Spear,6,Traveller's Cloak Red,Rune of Fire,66 percent,Crimson,Red,Blue Knight Helm,Rattlesnake,Shield of the Sun,830,11,https://portal.forgottenrunes.com/api/warriors/img/830,John Paragon of the Hall
2,Hambone,6,Omega Plate Armor,Rune of Mercury,33 percent,Mace,Blue,Akkadian,Dirt Pig,Green Buckler,831,11,https://portal.forgottenrunes.com/api/warriors/img/831,Gungunu of Titans
3,Tuck,5,Brown Tunic Armor,Rune of Water,60 percent,Medieval,Blue,Warrior Monk,,Shield of Down Only,832,10,https://portal.forgottenrunes.com/api/warriors/img/832,Kofi Hero of the Citadel
3,Jungle Boomerang,6,Iron Knight of the Hills,Rune of Mercury,50 percent,Verdant,Green,Strongman,Sand Cobra,Brown Kite,833,11,https://portal.forgottenrunes.com/api/warriors/img/833,Zod Rogue of the Wild
4,Journeyman Falchion,6,Green One Piece,Rune of Sun,66 percent,Desert,Black,Forgotten Lady,Gigas Hornet,Shield of Balance,834,11,https://portal.forgottenrunes.com/api/warriors/img/834,Subira Contaminator of the Range
4,Firebrand,6,Armor of Air,Rune of Uranus,66 percent,Crimson,Red,Oni Girl,Black Goat,Pony Shield,835,11,https://portal.forgottenrunes.com/api/warriors/img/835,Mayumi Ruin of the Hall
4,Stratiotai Spear,4,Purple Tunic Armor,,100 percent,Medieval,Black,Leo,,Snake Shield,836,9,https://portal.forgottenrunes.com/api/warriors/img/836,Maximus Defeater of Cataclysm
4,Goblin Sword,6,Red Macho Pants,Rune of Jupiter,66 percent,Crimson,Red,Meriotic Warrior,Dirt Pig,Red Aspis,837,11,https://portal.forgottenrunes.com/api/warriors/img/837,Jojo Attacker of Muscle Mountain
3,Bo Staff,6,Purple Provocator Garb,Rune of Mars,50 percent,Heavy,Black,Polar Man,Wild Eagle,Green Buckler,838,11,https://portal.forgottenrunes.com/api/warriors/img/838,William Bruiser of the Obelisk
5,Blue Broadsword,6,Nord Armor,Rune of Steel,83 percent,Blue Shift,Blue,Hibernian,Royal Razorback,Water Elemental Shield,839,11,https://portal.forgottenrunes.com/api/warriors/img/839,Aida Menace of Rats
3,Gladiator Sword,5,Pirate Garb,Rune of Brimstone,60 percent,Sea,Blue,Lady of the Oasis,,Yellow Kite,840,10,https://portal.forgottenrunes.com/api/warriors/img/840,Amelia Disintegrator of the Duck Alliance
3,Brown Longsword,6,Kobold Grunt Gear,Rune of Lime,50 percent,Gladiator,Black,Blue Dwarven Helm,Onyx Panther,Toxin Shield,841,11,https://portal.forgottenrunes.com/api/warriors/img/841,Kona Wounder of the Forest
3,Gladiator Sword,4,Traveller's Cloak Yellow,,75 percent,Desert,Blue,Olive Mendicant,,Magic Shield,842,9,https://portal.forgottenrunes.com/api/warriors/img/842,Adil Shaver of Thunder Mountain
6,Estoc,6,Dark Assassin Tunic,Rune of Pluto,100 percent,Darkness,Black,Horror Mask,Night Wolf,Shield of the Moon,843,11,https://portal.forgottenrunes.com/api/warriors/img/843,Auberon Villain of Domination
4,Stratiotai Spear,4,Armor of Fire,,100 percent,Knight,Black,Avalonian,,Butterfly Shield,844,9,https://portal.forgottenrunes.com/api/warriors/img/844,Pari Impaler of the Mountain
3,Estoc,6,Goblin Toga,Rune of Sun,50 percent,Rugged,Green,Capped Goblin,Hyena,Shield of the Sun,845,11,https://portal.forgottenrunes.com/api/warriors/img/845,Oolog Explorer of the Horde
2,Partisan,4,Battle Sari,,50 percent,Teal,Black,Lady of the Oasis,,Green Buckler,846,9,https://portal.forgottenrunes.com/api/warriors/img/846,Margarita Poker of the Wheel
3,West Side Pipe Wrench,6,South Woodland Cloak,Rune of Sigma,50 percent,Machine,Red,Divanae,Robo Dog,Guardian Shield,847,11,https://portal.forgottenrunes.com/api/warriors/img/847,Akinyi Hammer of the Wild
4,Green Longsword,6,Green Road Spandex,Rune of Venus,66 percent,Muscle,Green,Forgotten Lady,Hamadryas Baboon,Triple Triangle Shield,848,11,https://portal.forgottenrunes.com/api/warriors/img/848,Aurelia Piercer of Thieves
4,Blue Broadsword,6,Honor Guard of the North,Rune of Uranus,66 percent,Blue Shift,Blue,Hibernian,Ultramarine Rhinoceros Beetle,Blue Kite,849,11,https://portal.forgottenrunes.com/api/warriors/img/849,Sandy Wounder of the Coliseum
2,Spiked Ball and Chain,5,Argyropoeia Bot,Rune of Saturn,40 percent,Cyber,Blue,Visor Knight,Spectacled Falcon,,850,10,https://portal.forgottenrunes.com/api/warriors/img/850,Bronn Crusher of Machines
5,Lazurite Dragon Sword,6,Red One Piece,Rune of Air,83 percent,Crimson,Red,Autumn Warrior,Scarlet Macaw,Yellow Buckler,851,11,https://portal.forgottenrunes.com/api/warriors/img/851,Agnes Guillotiner of Rogues
4,Giant Cleaver,6,Red Battle Bikini,Rune of Saturn,66 percent,Armor,Red,Lady Barbarian,Dirt Pig,Yellow Buckler,852,11,https://portal.forgottenrunes.com/api/warriors/img/852,Tracy Carver of the Ridge
4,Goblin Sword,6,Traveller's Cloak Red,Rune of Lime,66 percent,Crimson,Red,Stratiotai,Buffkin,Pony Shield,853,11,https://portal.forgottenrunes.com/api/warriors/img/853,Hazim Ravager of the North
5,Ishtar Sword,6,Banded Armor of the Ether,Rune of Steel,83 percent,Purple Haze,Purple,Ether Horn Helm,Sable Cobra,Prism Shield,854,11,https://portal.forgottenrunes.com/api/warriors/img/854,Soran Cleaver of the Trail
4,Journeyman Falchion,6,Majestic Epic Gear,Rune of Air,66 percent,Gold,Green,Green Knight Helm,Spectacled Falcon,Gold Holy Shield,855,11,https://portal.forgottenrunes.com/api/warriors/img/855,Ralph Contaminator of the Ruins
3,Journeyman Falchion,6,White Tunic Armor,Rune of Neptune,50 percent,Medieval,Blue,Macho Man,Northern Lynx,Purple Kite,856,11,https://portal.forgottenrunes.com/api/warriors/img/856,Arnie Guardian of the Riverlands
5,Blue Broadsword,6,Blue Hedge Knight Armor,Rune of Brimstone,83 percent,Blue Shift,Blue,Colloidal Silver Man,Ultramarine Rhinoceros Beetle,Water Elemental Shield,857,11,https://portal.forgottenrunes.com/api/warriors/img/857,Valen Armageddon of Snakes
2,Longbow,5,Nude,Rune of Steel,40 percent,Gladiator,Green,Purple Viking Helm,,Wolf Shield,858,10,https://portal.forgottenrunes.com/api/warriors/img/858,Wildin Danger in a Birthday Suit
3,Bush Spear,5,Equatorial Keikogi,Rune of Omega,60 percent,Verdant,Green,Green Knight Helm,Crimson Jaguar,,859,10,https://portal.forgottenrunes.com/api/warriors/img/859,Humphrey Defeater of the Sunrise
2,Goblin Axe,4,North Woodland Cloak,,50 percent,Forest,Blue,Archipelagian,,Red Herald Shield,860,9,https://portal.forgottenrunes.com/api/warriors/img/860,Sanaa Assaulter of the East
2,Aurelian Double Blade,5,North Island MMA Pants,Rune of Steel,40 percent,White Magic,Black,Meriotic Warrior,Rattlesnake,,861,10,https://portal.forgottenrunes.com/api/warriors/img/861,Zuberi Piercer of the Dojo
3,Apollo's Bow,6,Dominion Plate Armor,Rune of Earth,50 percent,Blackness,Black,Executioner,Night Wolf,Bolt Shield,862,11,https://portal.forgottenrunes.com/api/warriors/img/862,Rothschild Mischief Maker of the Guild
4,Flame Thrower,6,Kobold Road Warrior,Rune of Jupiter,66 percent,Blackness,Black,Kobold Grunt,Black Goat,Mercenary Heater Shield,863,11,https://portal.forgottenrunes.com/api/warriors/img/863,Blarf Burner of Brown Wizards
3,Master Claymore,4,Fur Barbarian,,75 percent,Heavy,Black,Scout,,Fire Shield,864,9,https://portal.forgottenrunes.com/api/warriors/img/864,Lance Contaminator of Atlantis
3,Bo Staff,4,Gold Lamellar,,75 percent,Gladiator,Black,Stratiotai,,Fire Shield,865,9,https://portal.forgottenrunes.com/api/warriors/img/865,Zimah Striker of the Valley
3,Purple Longsword,5,Murmillo Gear,Rune of Fire,60 percent,Heavy,Black,East Sider,,Red Kite,866,10,https://portal.forgottenrunes.com/api/warriors/img/866,Reid Scissor of the Cockatrice
4,Sol Sword,6,Blue Valkyrie Armor,Rune of Venus,66 percent,Blue Shift,Blue,Hibernian,Northern Lynx,Blue Buckler,867,11,https://portal.forgottenrunes.com/api/warriors/img/867,Devon Attacker of the Jungle
3,Stratiotai Spear,5,Purple Valkyrie Armor,Rune of Lime,60 percent,Armor,Blue,Red Horn Lady Buff,,Shield of Down Only,868,10,https://portal.forgottenrunes.com/api/warriors/img/868,Millicent Eidolon of Mount Titan
3,Bush Spear,5,Yellow Wrestling Singlet,Rune of Neptune,60 percent,Verdant,Green,Mescaline Warrior,Garuda's Griffin,,869,10,https://portal.forgottenrunes.com/api/warriors/img/869,Finn Vanquisher for Freedom
4,Spiked Ball and Chain,5,Yellow Tunic Armor,Rune of Mars,80 percent,Gladiator,Blue,Akkadian,,Wooden Buckler,870,10,https://portal.forgottenrunes.com/api/warriors/img/870,Urmah Grinder of the Citadel
3,Battle Axe,6,Purple Provocator Garb,Rune of Air,50 percent,Medieval,Black,East Sider,Dirt Pig,Air Elemental Shield,871,11,https://portal.forgottenrunes.com/api/warriors/img/871,Ward Amputator of the Rock
4,Whip,6,Terrapin Armor,Rune of Steel,66 percent,Armor,Green,Praetorian,Mutant Snapping Turtle,Tanker Heater Shield,872,11,https://portal.forgottenrunes.com/api/warriors/img/872,Valentinus Castigater of the Slime Pits
3,Estoc,4,Yellow Tunic Armor,,75 percent,Knight,Black,Brigand,,Might Shield,873,9,https://portal.forgottenrunes.com/api/warriors/img/873,Kaz Madcap of the Dawn
3,Red Chainsaw,6,Murmillo Gear,Rune of Air,50 percent,Brownish,Blue,Jarl Raider,Buffkin,Purple Kite,874,11,https://portal.forgottenrunes.com/api/warriors/img/874,Zenon Creeper of the Obelisk
2,Longbow,5,Purple Belt Ruffian,Rune of Venus,40 percent,Blackness,Black,Basic Bro,Woodland Wolverine,,875,10,https://portal.forgottenrunes.com/api/warriors/img/875,Jordan Barrager of the Road
3,Hambone,5,Traveller's Cloak Yellow,Rune of Pluto,60 percent,Brownish,Black,Imperial Helmet,,Might Shield,876,10,https://portal.forgottenrunes.com/api/warriors/img/876,Octavius of the Mountain
4,Dane Axe,6,Gladiator's Cloak with Green Briefs,Rune of Mars,66 percent,Grey,Green,Contender Helm,Spectacled Falcon,Iron Buckler,877,11,https://portal.forgottenrunes.com/api/warriors/img/877,Hacan Dispatcher of the Arena
2,Sabre,5,Megasuit,Rune of Mercury,40 percent,Desert,Black,Kempo,Dirt Pig,,878,10,https://portal.forgottenrunes.com/api/warriors/img/878,Corbin Obliterator of Area 71
4,Green Longsword,5,Equatorial Keikogi,Rune of Brimstone,80 percent,Darkness,Green,Earth Guard,Sable Cobra,,879,10,https://portal.forgottenrunes.com/api/warriors/img/879,Falcon Dismantler of Concrete
3,Master Claymore,4,Purple Knight,,75 percent,Armor,Black,Xanthe,,Bolt Shield,880,9,https://portal.forgottenrunes.com/api/warriors/img/880,Gabriela Punisher of the West
4,Katana,6,Armor of Air,Rune of Mars,66 percent,Gold,Black,Valkyrie,Wild Eagle,White Holy Shield,881,11,https://portal.forgottenrunes.com/api/warriors/img/881,Leila Dismantler of the Storm
3,Gladius,5,Red Battle Bikini,Rune of Uranus,60 percent,Armor,Blue,Bambam,,Green Aspis,882,10,https://portal.forgottenrunes.com/api/warriors/img/882,Kat Annihilator of Thieves
3,Blue Shortsword,5,Street Punk with Teal Camo,Rune of Mercury,60 percent,Feminine,Black,Moorish Girl,Night Wolf,,883,10,https://portal.forgottenrunes.com/api/warriors/img/883,Bambam Slasher of Kobolds
5,Bush Spear,6,Red Amazonian Jumpsuit,Rune of Jupiter,83 percent,Crimson,Red,Peacock Warrior,Crimson Jaguar,Shield of Blood Skull,884,11,https://portal.forgottenrunes.com/api/warriors/img/884,Omolara Impaler of the Tower
3,Crowbar,5,Street Punk with Brown Camo,Rune of Uranus,60 percent,Brownish,Green,Gladiator Helmet,Spectacled Falcon,,885,10,https://portal.forgottenrunes.com/api/warriors/img/885,Flamma Basher of Goblins
4,Whip,5,Orange Road Warrior,Rune of Earth,80 percent,Wild,Blue,Stunt Man,Woodland Wolverine,,886,10,https://portal.forgottenrunes.com/api/warriors/img/886,Sylvester Castigater of the Docks
3,Sabre,5,Tower Plate Armor,Rune of Uranus,60 percent,Medieval,Black,Legionnaire Helmet,,Fire Shield,887,10,https://portal.forgottenrunes.com/api/warriors/img/887,Crixus Marauder of all that is Holy
2,Blue Shortsword,4,Red Boxing Shorts,Rune of Brass,50 percent,Darkness,Black,Yellow Viking Helm,,,888,9,https://portal.forgottenrunes.com/api/warriors/img/888,Frazzon Dissector of the Duck Alliance
4,Estoc,5,Red Tunic Armor,Rune of Cinnabar,80 percent,Armor,Black,Brownlander,,Tanker Heater Shield,889,10,https://portal.forgottenrunes.com/api/warriors/img/889,Dean Protector of Muscle Mountain
5,Bottle of Rune Beer,6,Purple Valkyrie Armor,Rune of Air,83 percent,Purple Haze,Purple,Styxian,Null Goat,Yellow Kite,890,11,https://portal.forgottenrunes.com/api/warriors/img/890,Ashanti of Avalon
